crime_code,crime_name,month_end_date,detected,registered
4,Robbery (Excluding Chain Snatching),2021-06-30,34.0,44
5,Robbery -Chain Snatching,2021-06-30,4.0,15
6,Extortion,2021-06-30,16.0,22
7,H.B.T.Day / Night,2021-06-30,39.0,141
8,Thefts,2021-06-30,91.0,342
9,M.V.Thefts.,2021-06-30,63.0,276
10,Hurt,2021-06-30,264.0,323
11,Riots.,2021-06-30,20.0,29
12,Rape,2021-06-30,44.0,66
13,Molestaion,2021-06-30,89.0,146
14,Other I.P.C.,2021-06-30,6925.0,7598
1,Murder,2021-07-31,9.0,9
2,Att.to.C.Murder,2021-07-31,28.0,32
3,Dacoity,2021-07-31,2.0,3
4,Robbery (Excluding Chain Snatching),2021-07-31,58.0,66
5,Robbery -Chain Snatching,2021-07-31,6.0,19
6,Extortion,2021-07-31,21.0,36
7,H.B.T.Day / Night,2021-07-31,54.0,173
8,Thefts,2021-07-31,93.0,388
9,M.V.Thefts.,2021-07-31,60.0,275
10,Hurt,2021-07-31,250.0,313
11,Riots.,2021-07-31,18.0,23
12,Rape,2021-07-31,35.0,58
13,Molestaion,2021-07-31,95.0,152
14,Other I.P.C.,2021-07-31,3438.0,4079
1,Murder,2021-08-31,5.0,6
2,Att.to.C.Murder,2021-08-31,22.0,24
3,Dacoity,2021-08-31,0.0,0
4,Robbery (Excluding Chain Snatching),2021-08-31,55.0,66
5,Robbery -Chain Snatching,2021-08-31,3.0,15
6,Extortion,2021-08-31,13.0,19
7,H.B.T.Day / Night,2021-08-31,55.0,172
8,Thefts,2021-08-31,111.0,445
9,M.V.Thefts.,2021-08-31,61.0,301
10,Hurt,2021-08-31,259.0,337
11,Riots.,2021-08-31,20.0,35
12,Rape,2021-08-31,44.0,59
13,Molestaion,2021-08-31,100.0,156
13,Molestation,2021-08-31,100.0,156
14,Other I.P.C.,2021-08-31,1206.0,1900
1,Murder,2021-09-30,7.0,8
2,Att.to.C.Murder,2021-09-30,19.0,22
3,Dacoity,2021-09-30,1.0,1
4,Robbery (Excluding Chain Snatching),2021-09-30,63.0,80
5,Robbery -Chain Snatching,2021-09-30,6.0,11
6,Extortion,2021-09-30,10.0,14
7,H.B.T.Day / Night,2021-09-30,62.0,145
8,Thefts,2021-09-30,107.0,423
9,M.V.Thefts.,2021-09-30,67.0,262
10,Hurt,2021-09-30,251.0,310
11,Riots.,2021-09-30,19.0,27
12,Rape,2021-09-30,50.0,66
13,Molestation,2021-09-30,150.0,215
14,Other I.P.C.,2021-09-30,820.0,1434
1,Murder,2021-10-01,22.0,22
2,Att.to.C.Murder,2021-10-01,20.0,21
3,Dacoity,2021-10-01,0.0,0
4,Robbery (Excluding Chain Snatching),2021-10-01,61.0,76
5,Robbery -Chain Snatching,2021-10-01,10.0,15
6,Extortion,2021-10-01,13.0,19
7,H.B.T.Day / Night,2021-10-01,49.0,153
8,Thefts,2021-10-01,129.0,432
9,M.V.Thefts.,2021-10-01,94.0,310
10,Hurt,2021-10-01,322.0,401
11,Riots.,2021-10-01,16.0,25
12,Rape,2021-10-01,38.0,54
13,Molestation,2021-10-01,208.0,268
14,Other I.P.C.,2021-10-01,664.0,1314
1,Murder,2021-10-31,22.0,22
2,Att.to.C.Murder,2021-10-31,20.0,21
3,Dacoity,2021-10-31,0.0,0
4,Robbery (Excluding Chain Snatching),2021-10-31,61.0,76
5,Robbery -Chain Snatching,2021-10-31,10.0,15
6,Extortion,2021-10-31,13.0,19
7,H.B.T.Day / Night,2021-10-31,49.0,153
8,Thefts,2021-10-31,129.0,432
9,M.V.Thefts.,2021-10-31,94.0,310
10,Hurt,2021-10-31,322.0,401
11,Riots.,2021-10-31,16.0,25
12,Rape,2021-10-31,38.0,54
13,Molestation,2021-10-31,208.0,268
14,Other I.P.C.,2021-10-31,664.0,1314
1,Murder,2021-11-01,12.0,12
2,Att.to.C.Murder,2021-11-01,20.0,24
3,Dacoity,2021-11-01,1.0,1
4,Robbery (Excluding Chain Snatching),2021-11-01,47.0,57
5,Robbery -Chain Snatching,2021-11-01,5.0,18
6,Extortion,2021-11-01,13.0,20
7,H.B.T.Day / Night,2021-11-01,43.0,139
8,Thefts,2021-11-01,108.0,380
9,M.V.Thefts.,2021-11-01,58.0,236
10,Hurt,2021-11-01,320.0,421
11,Riots.,2021-11-01,25.0,27
12,Rape,2021-11-01,43.0,58
13,Molestation,2021-11-01,144.0,194
14,Other I.P.C.,2021-11-01,594.0,1190
1,Murder,2021-12-01,10.0,10
2,Att.to.C.Murder,2021-12-01,15.0,17
3,Dacoity,2021-12-01,2.0,2
4,Robbery (Excluding Chain Snatching),2021-12-01,43.0,60
5,Robbery -Chain Snatching,2021-12-01,3.0,8
6,Extortion,2021-12-01,21.0,27
7,H.B.T.Day / Night,2021-12-01,40.0,120
8,Thefts,2021-12-01,129.0,437
9,M.V.Thefts.,2021-12-01,59.0,270
10,Hurt,2021-12-01,198.0,282
11,Riots.,2021-12-01,17.0,19
12,Rape,2021-12-01,40.0,55
13,Molestation,2021-12-01,108.0,153
14,Other I.P.C.,2021-12-01,1000.0,1702
1,Murder,2021-12-31,10.0,10
2,Att.to.C.Murder,2021-12-31,15.0,17
3,Dacoity,2021-12-31,2.0,2
4,Robbery (Excluding Chain Snatching),2021-12-31,43.0,60
5,Robbery -Chain Snatching,2021-12-31,3.0,8
6,Extortion,2021-12-31,21.0,27
7,H.B.T.Day / Night,2021-12-31,40.0,120
8,Thefts,2021-12-31,129.0,437
9,M.V.Thefts.,2021-12-31,59.0,270
10,Hurt,2021-12-31,198.0,282
11,Riots.,2021-12-31,17.0,19
12,Rape,2021-12-31,40.0,55
13,Molestation,2021-12-31,108.0,153
14,Other I.P.C.,2021-12-31,1000.0,1702
1,Murder,2022-01-31,7.0,8
2,Att.to.C.Murder,2022-01-31,12.0,12
3,Dacoity,2022-01-31,2.0,2
4,Robbery (Excluding Chain Snatching),2022-01-31,51.0,65
5,Robbery -Chain Snatching,2022-01-31,5.0,9
6,Extortion,2022-01-31,8.0,18
7,H.B.T.Day / Night,2022-01-31,41.0,119
8,Thefts,2022-01-31,116.0,328
9,M.V.Thefts.,2022-01-31,73.0,242
10,Hurt,2022-01-31,261.0,318
11,Riots.,2022-01-31,11.0,17
12,Rape,2022-01-31,48.0,62
13,Molestation,2022-01-31,97.0,143
14,Other I.P.C.,2022-01-31,659.0,1282
1,Murder,2022-02-28,12.0,13
2,Att.to.C.Murder,2022-02-28,14.0,18
3,Dacoity,2022-02-28,1.0,1
4,Robbery (Excluding Chain Snatching),2022-02-28,41.0,56
4,Robbery (Excluding Chain Snatching)95,2022-02-28,41.0,56
5,Robbery -Chain Snatching,2022-02-28,11.0,21
6,Extortion,2022-02-28,12.0,18
7,H.B.T.Day / Night,2022-02-28,62.0,123
8,Thefts,2022-02-28,124.0,347
9,M.V.Thefts.,2022-02-28,42.0,194
10,Hurt,2022-02-28,224.0,291
11,Riots.,2022-02-28,13.0,22
12,Rape,2022-02-28,42.0,56
13,Molestation,2022-02-28,118.0,167
14,Other I.P.C.,2022-02-28,820.0,1404
1,Murder,2022-03-31,8.0,8
2,Att.to.C.Murder,2022-03-31,20.0,21
3,Dacoity,2022-03-31,1.0,1
4,Robbery (Excluding Chain Snatching)95,2022-03-31,,58
4,Robbery (Excluding Chain Snatching),2022-03-31,58.0,95
5,Robbery -Chain Snatching,2022-03-31,12.0,29
6,Extortion,2022-03-31,11.0,22
7,H.B.T.Day / Night,2022-03-31,59.0,153
8,Thefts,2022-03-31,145.0,862
9,M.V.Thefts.,2022-03-31,79.0,285
10,Hurt,2022-03-31,362.0,506
11,Riots.,2022-03-31,27.0,36
12,Rape,2022-03-31,57.0,79
13,Molestation,2022-03-31,152.0,250
14,Other I.P.C.,2022-03-31,5004.0,5901
1,Murder,2022-04-30,11.0,12
2,Att.to.C.Murder,2022-04-30,24.0,28
3,Dacoity,2022-04-30,0.0,0
4,Robbery (Excluding Chain Snatching),2022-04-30,83.0,153
5,Robbery -Chain Snatching,2022-04-30,7.0,16
6,Extortion,2022-04-30,18.0,35
7,H.B.T.Day / Night,2022-04-30,51.0,160
8,Thefts,2022-04-30,186.0,3422
9,M.V.Thefts.,2022-04-30,60.0,287
10,Hurt,2022-04-30,319.0,485
11,Riots.,2022-04-30,32.0,45
12,Rape,2022-04-30,52.0,88
13,Molestation,2022-04-30,154.0,277
14,Other I.P.C.,2022-04-30,7182.0,8429
1,Murder,2022-05-31,10.0,10
2,Att.to.C.Murder,2022-05-31,25.0,30
3,Dacoity,2022-05-31,0.0,0
4,Robbery (Excluding Chain Snatching),2022-05-31,55.0,89
5,Robbery -Chain Snatching,2022-05-31,9.0,22
6,Extortion,2022-05-31,19.0,29
7,H.B.T.Day / Night,2022-05-31,48.0,157
8,Thefts,2022-05-31,189.0,2939
9,M.V.Thefts.,2022-05-31,71.0,308
10,Hurt,2022-05-31,364.0,498
11,Riots.,2022-05-31,20.0,26
12,Rape,2022-05-31,70.0,95
13,Molestation,2022-05-31,156.0,268
14,Other I.P.C.,2022-05-31,6012.0,7075
1,Murder,2022-06-30,16.0,17
2,Att.to.C.Murder,2022-06-30,24.0,26
3,Dacoity,2022-06-30,1.0,1
4,Robbery (Excluding Chain Snatching),2022-06-30,51.0,75
5,Robbery -Chain Snatching,2022-06-30,7.0,12
6,Extortion,2022-06-30,18.0,45
7,H.B.T.Day / Night,2022-06-30,56.0,134
8,Thefts,2022-06-30,204.0,2368
9,M.V.Thefts.,2022-06-30,102.0,309
10,Hurt,2022-06-30,276.0,396
11,Riots.,2022-06-30,21.0,26
12,Rape,2022-06-30,48.0,73
13,Molestation,2022-06-30,110.0,196
14,Other I.P.C.,2022-06-30,5566.0,6614
1,Murder,2022-07-30,13.0,16
2,Att.to.C.Murder,2022-07-30,14.0,17
3,Dacoity,2022-07-30,0.0,0
4,Robbery (Excluding Chain Snatching),2022-07-30,49.0,69
5,Robbery -Chain Snatching,2022-07-30,13.0,22
6,Extortion,2022-07-30,14.0,34
7,H.B.T.Day / Night,2022-07-30,58.0,146
8,Thefts,2022-07-30,198.0,1164
9,M.V.Thefts.,2022-07-30,62.0,275
10,Hurt,2022-07-30,230.0,300
11,Riots.,2022-07-30,9.0,15
12,Rape,2022-07-30,58.0,73
13,Molestation,2022-07-30,69.0,120
14,Other I.P.C.,2022-07-30,1994.0,2984
1,Murder,2022-07-31,13.0,16
2,Att.to.C.Murder,2022-07-31,14.0,17
3,Dacoity,2022-07-31,0.0,0
4,Robbery (Excluding Chain Snatching),2022-07-31,49.0,69
5,Robbery -Chain Snatching,2022-07-31,13.0,22
6,Extortion,2022-07-31,14.0,34
7,H.B.T.Day / Night,2022-07-31,58.0,146
8,Thefts,2022-07-31,198.0,1164
9,M.V.Thefts.,2022-07-31,62.0,275
10,Hurt,2022-07-31,230.0,300
11,Riots.,2022-07-31,9.0,15
12,Rape,2022-07-31,58.0,73
13,Molestation,2022-07-31,69.0,120
14,Other I.P.C.,2022-07-31,1994.0,2984
1,Murder,2022-08-31,10.0,10
2,Att.to.C.Murder,2022-08-31,10.0,14
3,Dacoity,2022-08-31,1.0,1
4,Robbery (Excluding Chain Snatching),2022-08-31,38.0,52
5,Robbery -Chain Snatching,2022-08-31,5.0,12
6,Extortion,2022-08-31,12.0,27
7,H.B.T.Day / Night,2022-08-31,59.0,159
8,Thefts,2022-08-31,204.0,860
9,M.V.Thefts.,2022-08-31,67.0,238
10,Hurt,2022-08-31,259.0,355
11,Riots.,2022-08-31,6.0,12
12,Rape,2022-08-31,42.0,58
13,Molestation,2022-08-31,94.0,143
14,Other I.P.C.,2022-08-31,574.0,1335
1,Murder,2022-09-30,5.0,5
2,Att.to.C.Murder,2022-09-30,22.0,25
3,Dacoity,2022-09-30,4.0,4
4,Robbery (Excluding Chain Snatching),2022-09-30,54.0,64
5,Robbery -Chain Snatching,2022-09-30,4.0,16
6,Extortion,2022-09-30,13.0,22
7,H.B.T.Day / Night,2022-09-30,41.0,143
8,Thefts,2022-09-30,143.0,709
9,M.V.Thefts.,2022-09-30,60.0,235
10,Hurt,2022-09-30,226.0,355
11,Riots.,2022-09-30,13.0,18
12,Rape,2022-09-30,49.0,67
13,Molestation,2022-09-30,122.0,191
14,Other I.P.C.,2022-09-30,546.0,1283
1,Murder,2022-10-31,11.0,12
2,Att.to.C.Murder,2022-10-31,21.0,22
3,Dacoity,2022-10-31,2.0,2
4,Robbery (Excluding Chain Snatching),2022-10-31,45.0,54
5,Robbery -Chain Snatching,2022-10-31,9.0,13
6,Extortion,2022-10-31,7.0,15
7,H.B.T.Day / Night,2022-10-31,33.0,118
8,Thefts,2022-10-31,145.0,678
9,M.V.Thefts.,2022-10-31,38.0,225
10,Hurt,2022-10-31,338.0,454
11,Riots.,2022-10-31,11.0,17
12,Rape,2022-10-31,53.0,70
13,Molestation,2022-10-31,119.0,187
14,Other I.P.C.,2022-10-31,559.0,1339
1,Murder,2022-11-30,6.0,6
2,Att.to.C.Murder,2022-11-30,15.0,15
3,Dacoity,2022-11-30,1.0,1
4,Robbery (Excluding Chain Snatching),2022-11-30,47.0,57
5,Robbery -Chain Snatching,2022-11-30,4.0,9
6,Extortion,2022-11-30,8.0,17
7,H.B.T.Day / Night,2022-11-30,38.0,113
8,Thefts,2022-11-30,114.0,535
9,M.V.Thefts.,2022-11-30,57.0,203
10,Hurt,2022-11-30,207.0,304
11,Riots.,2022-11-30,18.0,25
12,Rape,2022-11-30,43.0,65
13,Molestation,2022-11-30,130.0,190
14,Other I.P.C.,2022-11-30,743.0,1514
1,Murder,2022-12-01,10.0,11
2,Att.to.C.Murder,2022-12-01,15.0,17
3,Dacoity,2022-12-01,0.0,0
4,Prep.for Dacoity,2022-12-01,0.0,0
5,Robbery,2022-12-01,38.0,46
6,Robbery-Chain Snatching,2022-12-01,7.0,8
7,Att.to.C.Robbery,2022-12-01,2.0,2
8,Extortion,2022-12-01,12.0,22
9,H.B.T.Day,2022-12-01,10.0,17
10,H.B.T.Night.,2022-12-01,25.0,80
11,Thefts.,2022-12-01,142.0,601
12,Pocket Picking,2022-12-01,0.0,1
13,M.V.Thefts.,2022-12-01,68.0,256
14,Hurt,2022-12-01,286.0,395
15,Riots.,2022-12-01,12.0,22
16,Rape,2022-12-01,72.0,92
17,Molestation,2022-12-01,168.0,221
18,Other I.P.C.,2022-12-01,980.0,1803
1,Murder,2022-12-31,10.0,11
2,Att.to.C.Murder,2022-12-31,15.0,17
3,Dacoity,2022-12-31,0.0,0
4,Robbery (Excluding Chain Snatching),2022-12-31,38.0,46
5,Robbery -Chain Snatching,2022-12-31,7.0,8
6,Extortion,2022-12-31,12.0,22
7,H.B.T.Day / Night,2022-12-31,35.0,97
8,Thefts,2022-12-31,142.0,602
9,M.V.Thefts.,2022-12-31,68.0,256
10,Hurt,2022-12-31,286.0,395
11,Riots.,2022-12-31,12.0,22
12,Rape,2022-12-31,72.0,92
13,Molestation,2022-12-31,168.0,221
14,Other I.P.C.,2022-12-31,982.0,1805
1,Murder,2023-01-01,10.0,10
2,Att.to.C.Murder,2023-01-01,18.0,18
3,Dacoity,2023-01-01,3.0,3
4,Prep.for Dacoity,2023-01-01,3.0,3
5,Robbery,2023-01-01,52.0,58
6,Robbery-Chain Snatching,2023-01-01,7.0,9
7,Att.to.C.Robbery,2023-01-01,2.0,2
8,Extortion,2023-01-01,8.0,18
9,H.B.T.Day,2023-01-01,8.0,21
10,H.B.T.Night.,2023-01-01,45.0,94
11,Thefts.,2023-01-01,159.0,519
12,Pocket Picking,2023-01-01,1.0,3
13,M.V.Thefts.,2023-01-01,83.0,238
14,Hurt,2023-01-01,267.0,351
15,Riots.,2023-01-01,21.0,27
16,Rape,2023-01-01,59.0,78
17,Molestation,2023-01-01,125.0,172
18,Other I.P.C.,2023-01-01,808.0,1560
0,Total IPC,2023-02-01,1494.0,2993
1,Murder,2023-02-01,9.0,10
2,Att.to.C.Murder,2023-02-01,21.0,24
3,Dacoity,2023-02-01,0.0,1
4,Prep.for Dacoity,2023-02-01,1.0,1
5,Robbery,2023-02-01,44.0,51
6,Robbery-Chain Snatching,2023-02-01,6.0,7
7,Att.to.C.Robbery,2023-02-01,2.0,2
8,Extortion,2023-02-01,11.0,21
9,H.B.T.Day,2023-02-01,6.0,17
10,H.B.T.Night.,2023-02-01,36.0,93
11,Thefts.,2023-02-01,123.0,427
12,Pocket Picking,2023-02-01,0.0,0
13,M.V.Thefts.,2023-02-01,71.0,193
14,Hurt,2023-02-01,251.0,365
15,Riots.,2023-02-01,15.0,24
16,Rape,2023-02-01,43.0,60
17,Molestation,2023-02-01,131.0,175
18,Other I.P.C.,2023-02-01,724.0,1522
0,Total IPC,2023-03-01,1817.0,3502
1,Murder,2023-03-01,6.0,7
2,Att.to.C.Murder,2023-03-01,29.0,30
3,Dacoity,2023-03-01,2.0,3
4,Prep.for Dacoity,2023-03-01,2.0,2
5,Robbery,2023-03-01,52.0,57
6,Robbery-Chain Snatching,2023-03-01,9.0,12
7,Att.to.C.Robbery,2023-03-01,3.0,3
8,Extortion,2023-03-01,13.0,30
9,H.B.T.Day,2023-03-01,7.0,19
10,H.B.T.Night.,2023-03-01,28.0,62
11,Thefts.,2023-03-01,139.0,520
12,Pocket Picking,2023-03-01,1.0,2
13,M.V.Thefts.,2023-03-01,56.0,205
14,Hurt,2023-03-01,324.0,439
15,Riots.,2023-03-01,22.0,32
16,Rape,2023-03-01,72.0,90
17,Molestation,2023-03-01,131.0,189
18,Other I.P.C.,2023-03-01,921.0,1800
0,Total IPC,2023-04-01,2198.0,3762
1,Murder,2023-04-01,9.0,10
2,Att.to.C.Murder,2023-04-01,21.0,21
3,Dacoity,2023-04-01,2.0,2
4,Prep.for Dacoity,2023-04-01,3.0,3
5,Robbery,2023-04-01,41.0,46
6,Robbery-Chain Snatching,2023-04-01,8.0,12
7,Att.to.C.Robbery,2023-04-01,2.0,2
8,Extortion,2023-04-01,7.0,17
9,H.B.T.Day,2023-04-01,9.0,16
10,H.B.T.Night.,2023-04-01,33.0,87
11,Thefts.,2023-04-01,139.0,493
12,Pocket Picking,2023-04-01,0.0,0
13,M.V.Thefts.,2023-04-01,53.0,183
14,Hurt,2023-04-01,313.0,410
15,Riots.,2023-04-01,17.0,25
16,Rape,2023-04-01,61.0,78
17,Molestation,2023-04-01,121.0,178
18,Other I.P.C.,2023-04-01,1359.0,2179
0,Total IPC,2023-05-01,1875.0,3357
1,Murder,2023-05-01,14.0,14
2,Att.to.C.Murder,2023-05-01,22.0,23
3,Dacoity,2023-05-01,0.0,0
4,Prep.for Dacoity,2023-05-01,1.0,1
5,Robbery,2023-05-01,41.0,50
6,Robbery-Chain Snatching,2023-05-01,5.0,9
7,Att.to.C.Robbery,2023-05-01,1.0,1
8,Extortion,2023-05-01,12.0,23
9,H.B.T.Day,2023-05-01,10.0,19
10,H.B.T.Night.,2023-05-01,41.0,106
11,Thefts.,2023-05-01,143.0,465
12,Pocket Picking,2023-05-01,0.0,1
13,M.V.Thefts.,2023-05-01,63.0,225
14,Hurt,2023-05-01,282.0,369
15,Riots.,2023-05-01,6.0,12
16,Rape,2023-05-01,53.0,77
17,Molestation,2023-05-01,129.0,184
18,Other I.P.C.,2023-05-01,1052.0,1778
0,Total IPC,2023-06-01,1694.0,3044
1,Murder,2023-06-01,16.0,16
2,Att.to.C.Murder,2023-06-01,18.0,19
3,Dacoity,2023-06-01,2.0,2
4,Prep.for Dacoity,2023-06-01,3.0,3
5,Robbery,2023-06-01,36.0,45
6,Robbery-Chain Snatching,2023-06-01,9.0,14
7,Att.to.C.Robbery,2023-06-01,0.0,0
8,Extortion,2023-06-01,12.0,18
9,H.B.T.Day,2023-06-01,7.0,17
10,H.B.T.Night.,2023-06-01,28.0,72
11,Thefts.,2023-06-01,144.0,454
12,Pocket Picking,2023-06-01,0.0,0
13,M.V.Thefts.,2023-06-01,57.0,240
14,Hurt,2023-06-01,272.0,351
15,Riots.,2023-06-01,17.0,20
16,Rape,2023-06-01,52.0,64
17,Molestation,2023-06-01,134.0,183
18,Other I.P.C.,2023-06-01,887.0,1526
0,Total IPC,2023-07-01,2305.0,3630
1,Murder,2023-07-01,3.0,5
2,Att.to.C.Murder,2023-07-01,15.0,15
3,Dacoity,2023-07-01,1.0,1
4,Prep.for Dacoity,2023-07-01,0.0,0
5,Robbery,2023-07-01,47.0,55
6,Robbery-Chain Snatching,2023-07-01,7.0,7
7,Att.to.C.Robbery,2023-07-01,1.0,1
8,Extortion,2023-07-01,14.0,23
9,H.B.T.Day,2023-07-01,13.0,27
10,H.B.T.Night.,2023-07-01,48.0,107
11,Thefts.,2023-07-01,164.0,484
12,Pocket Picking,2023-07-01,4.0,4
13,M.V.Thefts.,2023-07-01,58.0,215
14,Hurt,2023-07-01,224.0,266
15,Riots.,2023-07-01,13.0,19
16,Rape,2023-07-01,60.0,72
17,Molestation,2023-07-01,135.0,165
18,Other I.P.C.,2023-07-01,1498.0,2164
0,Total IPC,2023-08-01,2566.0,4057
1,Murder,2023-08-01,9.0,9
2,Att.to.C.Murder,2023-08-01,29.0,29
3,Dacoity,2023-08-01,2.0,3
4,Prep.for Dacoity,2023-08-01,5.0,5
5,Robbery,2023-08-01,58.0,63
6,Robbery-Chain Snatching,2023-08-01,6.0,7
7,Att.to.C.Robbery,2023-08-01,2.0,2
8,Extortion,2023-08-01,19.0,24
9,H.B.T.Day,2023-08-01,11.0,21
10,H.B.T.Night.,2023-08-01,49.0,92
11,Thefts.,2023-08-01,183.0,603
12,Pocket Picking,2023-08-01,1.0,1
13,M.V.Thefts.,2023-08-01,70.0,252
14,Hurt,2023-08-01,268.0,324
15,Riots.,2023-08-01,15.0,19
16,Rape,2023-08-01,64.0,78
17,Molestation,2023-08-01,130.0,163
18,Other I.P.C.,2023-08-01,1645.0,2362
0,Total IPC,2023-09-01,2575.0,4157
1,Murder,2023-09-01,3.0,5
2,Att.to.C.Murder,2023-09-01,27.0,28
3,Dacoity,2023-09-01,2.0,2
4,Prep.for Dacoity,2023-09-01,4.0,4
5,Robbery,2023-09-01,57.0,61
6,Robbery-Chain Snatching,2023-09-01,8.0,9
7,Att.to.C.Robbery,2023-09-01,0.0,0
8,Extortion,2023-09-01,11.0,21
9,H.B.T.Day,2023-09-01,7.0,20
10,H.B.T.Night.,2023-09-01,33.0,94
11,Thefts.,2023-09-01,207.0,806
12,Pocket Picking,2023-09-01,2.0,2
13,M.V.Thefts.,2023-09-01,43.0,200
14,Hurt,2023-09-01,262.0,318
15,Riots.,2023-09-01,21.0,26
16,Rape,2023-09-01,43.0,60
17,Molestation,2023-09-01,131.0,163
18,Other I.P.C.,2023-09-01,1714.0,2338
1,Murder,2023-09-30,3.0,5
2,Att.to.C.Murder,2023-09-30,27.0,28
3,Dacoity,2023-09-30,2.0,2
4,Prep.for Dacoity,2023-09-30,4.0,4
5,Robbery,2023-09-30,57.0,61
6,Robbery-Chain Snatching,2023-09-30,8.0,9
7,Att.to.C.Robbery,2023-09-30,0.0,0
8,Extortion,2023-09-30,11.0,21
9,H.B.T.Day,2023-09-30,7.0,20
10,H.B.T.Night.,2023-09-30,33.0,94
11,Thefts.,2023-09-30,207.0,806
12,Pocket Picking,2023-09-30,2.0,2
13,M.V.Thefts.,2023-09-30,43.0,200
14,Hurt,2023-09-30,262.0,318
15,Riots.,2023-09-30,21.0,26
16,Rape,2023-09-30,43.0,60
17,Molestation,2023-09-30,131.0,163
18,Other I.P.C.,2023-09-30,1714.0,2338
1,Murder,2023-10-01,11.0,12
2,Att.to.C.Murder,2023-10-01,26.0,28
3,Dacoity,2023-10-01,0.0,0
4,Prep.for Dacoity,2023-10-01,1.0,1
5,Robbery,2023-10-01,53.0,57
6,Robbery-Chain Snatching,2023-10-01,13.0,18
7,Att.to.C.Robbery,2023-10-01,0.0,0
8,Extortion,2023-10-01,13.0,17
9,H.B.T.Day,2023-10-01,4.0,20
10,H.B.T.Night.,2023-10-01,45.0,92
11,Thefts.,2023-10-01,193.0,691
12,Pocket Picking,2023-10-01,0.0,0
13,M.V.Thefts.,2023-10-01,77.0,264
14,Hurt,2023-10-01,364.0,437
15,Riots.,2023-10-01,30.0,36
16,Rape,2023-10-01,62.0,83
17,Molestation,2023-10-01,179.0,213
18,Other I.P.C.,2023-10-01,1772.0,2523
1,Murder,2023-10-31,11.0,12
2,Att.to.C.Murder,2023-10-31,26.0,28
3,Dacoity,2023-10-31,0.0,0
4,Prep.for Dacoity,2023-10-31,1.0,1
5,Robbery,2023-10-31,53.0,57
6,Robbery-Chain Snatching,2023-10-31,13.0,18
7,Att.to.C.Robbery,2023-10-31,0.0,0
8,Extortion,2023-10-31,13.0,17
9,H.B.T.Day,2023-10-31,4.0,20
10,H.B.T.Night.,2023-10-31,45.0,92
11,Thefts.,2023-10-31,193.0,691
12,Pocket Picking,2023-10-31,0.0,0
13,M.V.Thefts.,2023-10-31,77.0,264
14,Hurt,2023-10-31,364.0,437
15,Riots.,2023-10-31,30.0,36
16,Rape,2023-10-31,62.0,83
17,Molestation,2023-10-31,179.0,213
18,Other I.P.C.,2023-10-31,1772.0,2523
1,Murder,2023-11-01,8.0,8
2,Att.to.C.Murder,2023-11-01,35.0,41
3,Dacoity,2023-11-01,2.0,2
4,Prep.for Dacoity,2023-11-01,0.0,0
5,Robbery,2023-11-01,40.0,45
6,Robbery-Chain Snatching,2023-11-01,7.0,7
7,Att.to.C.Robbery,2023-11-01,3.0,3
8,Extortion,2023-11-01,9.0,17
9,H.B.T.Day,2023-11-01,10.0,15
10,H.B.T.Night.,2023-11-01,28.0,85
11,Thefts.,2023-11-01,173.0,662
12,Pocket Picking,2023-11-01,1.0,1
13,M.V.Thefts.,2023-11-01,66.0,229
14,Hurt,2023-11-01,351.0,428
15,Riots.,2023-11-01,26.0,29
16,Rape,2023-11-01,42.0,53
17,Molestation,2023-11-01,143.0,184
18,Other I.P.C.,2023-11-01,1929.0,2585
0,Total IPC,2023-12-01,3975.0,5301
1,Murder,2023-12-01,9.0,10
2,Att.to.C.Murder,2023-12-01,15.0,16
3,Dacoity,2023-12-01,2.0,2
4,Prep.for Dacoity,2023-12-01,0.0,0
5,Robbery,2023-12-01,47.0,55
6,Robbery-Chain Snatching,2023-12-01,2.0,4
7,Att.to.C.Robbery,2023-12-01,1.0,4
8,Extortion,2023-12-01,23.0,29
9,H.B.T.Day,2023-12-01,4.0,19
10,H.B.T.Night.,2023-12-01,27.0,81
11,Thefts.,2023-12-01,182.0,554
12,Pocket Picking,2023-12-01,0.0,1
13,M.V.Thefts.,2023-12-01,52.0,227
14,Hurt,2023-12-01,331.0,390
15,Riots.,2023-12-01,15.0,17
16,Rape,2023-12-01,61.0,80
17,Molestation,2023-12-01,175.0,197
18,Other I.P.C.,2023-12-01,3029.0,3615
0,Total IPC,2024-01-01,3196.0,4805
1,Murder,2024-01-01,8.0,9
2,Att.to.C.Murder,2024-01-01,27.0,27
3,Dacoity,2024-01-01,2.0,2
4,Prep.for Dacoity,2024-01-01,2.0,2
5,Robbery,2024-01-01,39.0,50
6,Robbery-Chain Snatching,2024-01-01,6.0,10
7,Att.to.C.Robbery,2024-01-01,1.0,1
8,Extortion,2024-01-01,9.0,15
9,H.B.T.Day,2024-01-01,11.0,22
10,H.B.T.Night.,2024-01-01,37.0,72
11,Thefts.,2024-01-01,207.0,801
12,Pocket Picking,2024-01-01,0.0,0
13,M.V.Thefts.,2024-01-01,51.0,191
14,Hurt,2024-01-01,285.0,340
15,Riots.,2024-01-01,23.0,28
16,Rape,2024-01-01,47.0,60
17,Molestation,2024-01-01,152.0,184
18,Other I.P.C.,2024-01-01,2289.0,2991
0,Total IPC,2024-01-02,2876.0,4833
1,Murder,2024-01-02,8.0,8
2,Att.to.C.Murder,2024-01-02,24.0,26
